Article,Summary,Authors,Date,Access,Figure,Link paper,TCR,BCR,T CELL,B CELL,NKC,CD4,CD8,DEEP LEARNING,MACHINE LEARNING,ML,DL,CNN,LSTM,HLA
Deubiquitination of NLRP6 inflammasome by Cyld critically regulates intestinal inflammation,"NLRP6 is highly expressed in the gut; however, persistent NLRP6 activation can lead to excessive IL-18 production and intestinal bowel disease. Venuprasad and colleagues identify the K63-linked ubiquitin deubiquitinase Cyld as a negative regulator of NLRP6.",Sandip MukherjeeRitesh KumarK. Venuprasad,18 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0681-x/MediaObjects/41590_2020_681_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0681-x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infection-induced plasmablasts are a nutrient sink that impairs humoral immunity to malaria,"Early humoral responses to malaria fail to induce durable protective antibodies. Butler and colleagues report that low-affinity, short-lived plasmablasts become nutrient sinks for glutamine and starve germinal center B and T cells, thereby reducing the generation of high-affinity B cells and long-lived plasma cells and memory B cells.",Rahul VijayJenna J. GuthmillerNoah S. Butler,18 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0678-5/MediaObjects/41590_2020_678_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0678-5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Remodeling of light and dark zone follicular dendritic cells governs germinal center responses,"Ludewig and colleagues use fate-mapping reporter cells, single-cell RNA-seq analysis and high-resolution microscopy to identify and track the spatial reorganization of follicular reticular cells within germinal centers during the course of an immune response.",Natalia B. PikorUrs MörbeBurkhard Ludewig,18 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0672-y/MediaObjects/41590_2020_672_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0672-y,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A highly polarized TH2 bladder response to infection promotes epithelial repair at the expense of preventing new infections,Abraham and colleagues show that a highly polarized TH2 bladder response to urinary tract infections promotes epithelial repair at the expense of preventing new infections and associated bladder dysfunction.,Jianxuan WuByron W. HayesSoman N. Abraham,18 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0688-3/MediaObjects/41590_2020_688_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0688-3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Adoptive cellular therapy with T cells expressing the dendritic cell growth factor Flt3L drives epitope spreading and antitumor immunity,"Immunoselection underpins tumor antigenic variability and is a key impediment to adoptive cell therapies. Darcy, Beavis and colleagues use T cells engineered to express the dendritic cell growth factor Flt3L to co-opt the host endogenous adaptive immune response and control experimental tumor models.",Junyun LaiSherly MardianaPaul A. Beavis,18 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0676-7/MediaObjects/41590_2020_676_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0676-7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Type 1 Treg cells promote the generation of CD8+ tissue-resident memory T cells,Tissue-resident memory T (TRM) cells provide rapid front-line protection against infection. Veldhoen and colleagues demonstrate that the type 1 regulatory T cell subset supports generation of TRM cells.,Cristina FerreiraLeandro BarrosMarc Veldhoen,18 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0674-9/MediaObjects/41590_2020_674_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0674-9,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDA-approved disulfiram inhibits pyroptosis by blocking gasdermin D pore formation,Disulfiram is an FDA-approved drug for treating alcoholism. Wu and colleagues show that disulfiram can be repurposed to efficiently inhibit pyroptosis by specifically blocking gasdermin-mediated pore formation.,Jun Jacob HuXing LiuHao Wu,04 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0669-6/MediaObjects/41590_2020_669_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0669-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novel specialized cell state and spatial compartments within the germinal center,"Germinal centers are typically divided into dark and light zones. Clark and colleagues identify ‘gray zone’ cyclin B1+ B cell clusters as sites of ongoing cell proliferation, and these cells are distinct from dark zone B cells that undergo AID-dependent somatic hypermutation. This separation of function safeguards B cells undergoing DNA replication against potential mutagenic events that could result in neoplastic transformation.",Domenick E. KennedyMichael K. OkoreehMarcus R. Clark,27 Apr 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0660-2/MediaObjects/41590_2020_660_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0660-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Regulatory myeloid cells paralyze T cells through cell–cell transfer of the metabolite methylglyoxal,"Myeloid-derived suppressor cells (MDSCs) residing within tumors can impede immune responses. Knolle and colleagues show that MDSCs poison immune cells by producing methylglyoxal, which functionally alters their cellular metabolism and hence their effector responses.",Tobias BaumannAndreas DunkelBastian Höchst,23 Apr 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0666-9/MediaObjects/41590_2020_666_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0666-9,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Cxcl10+ monocytes define a pathogenic subset in the central nervous system during autoimmune neuroinflammation,"Mildner and colleagues characterize two subsets (Cxcl10+ and Saa3+) of monocytes with pathogenic potential in the central nervous system of mice with experimentally induced autoimmune encephalomyelitis and show these pathogenic cells are not derived from Ly6C+ monocytes, but from early myeloid cell progenitors.",Amir GiladiLisa Katharina WagnerAlexander Mildner,20 Apr 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0661-1/MediaObjects/41590_2020_661_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0661-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adaptive response to inflammation contributes to sustained myelopoiesis and confers a competitive advantage in myelodysplastic syndrome HSCs,Starczynowski and colleagues show that myelodysplastic syndrome HSPCs have a competitive advantage as compared to normal HSPCs during chronic inflammation due to a switch from canonical to noncanonical signaling for the activation of NF-κB.,Tomoya MutoCallum S. WalkerDaniel T. Starczynowski,20 Apr 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0663-z/MediaObjects/41590_2020_663_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0663-z,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transcriptional profiling and therapeutic targeting of oxidative stress in neuroinflammation,"Oxidative stress can promote neurodegeneration. Akassoglou and colleagues describe Tox-seq, a functional single-cell RNA sequencing method to identify oxidative stress transcriptional signatures in CNS-resident cells. Tox-seq identified coagulation and glutathione-redox pathway genes that are coupled to oxidative stress and that could be targeted by the glutathione-regulating small molecule acivicin.",Andrew S. MendiolaJae Kyu RyuKaterina Akassoglou,13 Apr 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0654-0/MediaObjects/41590_2020_654_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0654-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eomes identifies thymic precursors of self-specific memory-phenotype CD8+ T cells,"Savage and colleagues show virtual memory CD8 T cells arise in the thymus of replete mice, where their differentiation is a robust TCR-directed process. Clonal analyses show their TCR repertoire is reproducible and distinct from conventional cells and that progeny cells harboring such TCRs infiltrate tumors and express PD-1.",Christine H. MillerDavid E. J. KlawonPeter A. Savage,13 Apr 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0653-1/MediaObjects/41590_2020_653_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0653-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"Blocking elevated p38 MAPK restores efferocytosis and
inflammatory resolution in the elderly","Human aging is characterized by an elevated basal inflammatory state.
Gilroy and colleagues use a tractable in vivo human inflammation model to
demonstrate a mechanism whereby efferocytosis is impaired in the elderly but is
reversible by p38 inhibition.",Roel P. H. De MaeyerRachel C. van de MerweDerek W. Gilroy,06 Apr 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0646-0/MediaObjects/41590_2020_646_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0646-0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tumor cells suppress radiation-induced immunity by hijacking caspase 9 signaling,Therapeutic irradiation can trigger DNA-sensing pathways and trigger antitumor immunity. Fu and colleagues demonstrate that tumors can co-opt intrinsic apoptotic pathways to avoid immunogenic cell death following irradiation.,Chuanhui HanZhida LiuYang-Xin Fu,30 Mar 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0641-5/MediaObjects/41590_2020_641_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0641-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sestrins induce natural killer function in senescent-like CD8+ T cells,"Akbar and colleagues show that sestrins induce the reprogramming of non-proliferative, senescent-like CD27–CD28–CD8+ T cells to acquire an innate-like killing activity modulated by the NK receptor NKG2D and the adaptor molecule DAP12.",Branca I. PereiraRoel P. H. De MaeyerArne N. Akbar,30 Mar 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0643-3/MediaObjects/41590_2020_643_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0643-3,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Non-catalytic ubiquitin binding by A20 prevents psoriatic arthritis–like disease and inflammation,"The deubiquitinase A20 is a potent inhibitor of NF-κB signaling pathways. Ma and colleagues identify distinct roles for A20 ubiquitin-binding ZF4 and ZF7 domains, which exhibit different phenotypes upon mutation, but play synergistic roles in regulating inflammatory responses.",Bahram RazaniMichael I. WhangAveril Ma,16 Mar 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0634-4/MediaObjects/41590_2020_634_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0634-4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A molecular network regulating the proinflammatory phenotype of human memory T lymphocytes,Monticelli and colleagues analyze primary human CD4+ T cells to interrogate gene expression regulatory pathways that distinguish GM-CSF+ pathogenic programs from noninflammatory programs. They identify the transcriptional repressor BHLHE40 as an enforcer of proinflammatory gene expression by suppressing the NF-κB inhibitor miR-146a and the RNase ZC3H12D.,Stefan EmmingNiccolò BianchiSilvia Monticelli,16 Mar 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0622-8/MediaObjects/41590_2020_622_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0622-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reverse TCR repertoire evolution toward dominant low-affinity clones during chronic CMV infection,"Busch and colleagues use single-cell and bulk TCR sequencing and structural affinity analyses of CMV-specific T cells to show that the immunodominance of high-affinity T cell clones declines during chronic infection with CMV, likely due to cellular senescence.",Kilian SchoberFlorian VoitDirk H. Busch,16 Mar 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0628-2/MediaObjects/41590_2020_628_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0628-2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The MHC-II peptidome of pancreatic islets identifies key features of autoimmune peptides,"Unanue and colleagues examine the immunopeptidome of pancreatic islets in non-obese diabetic (NOD) mice, which spontaneously develop autoimmune diabetes, to reveal the key features of a restricted component in the self-MHC-II peptidome that causes autoreactivity.",Xiaoxiao WanAnthony N. VomundEmil R. Unanue,09 Mar 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0623-7/MediaObjects/41590_2020_623_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0623-7,0,0,1,0,0,1,0,0,0,0,0,0,0,0
PD-L1 engagement on T cells promotes self-tolerance and suppression of neighboring macrophages and effector T cells in cancer,PD-L1 on tumor cells exerts an important dampening effect on T cells via their expression of PD-1. Miller and colleagues find that PD-L1 ‘back-signaling’ into T cells and macrophages can also dampen immune responses within the tumor microenvironment.,Brian DiskinSalma AdamGeorge Miller,09 Mar 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0620-x/MediaObjects/41590_2020_620_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0620-x,0,0,1,0,0,1,1,0,0,0,0,0,0,0
The molecular basis underpinning the potency and specificity of MAIT cell antigens,Mucosal-associated invariant T (MAIT) cells recognize vitamin B metabolites presented by the molecule MR1. Rossjohn and colleagues generate multiple altered metabolite ligands and determine their structures in the context of MR1 and the TCR to develop a generalized framework for MAIT cell antigen recognition.,Wael AwadGeraldine J. M. LerJamie Rossjohn,02 Mar 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0616-6/MediaObjects/41590_2020_616_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0616-6,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Germinal center B cells selectively oxidize fatty acids for energy while conducting minimal glycolysis,"Germinal center B cells can undergo rapid proliferation. Shlomchik and colleagues show that germinal center B cells, unlike other rapidly proliferating cells, do not depend on glycolysis, but rather increase their peroxisome content and rewire their cellular metabolism to exclusively utilize fatty acid oxidation for their energetic needs.",Florian J. WeiselSteven J. MullettMark J. Shlomchik,17 Feb 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0598-4/MediaObjects/41590_2020_598_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0598-4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
