Article,Summary,Authors,Date,Access,Figure,Link paper,TCR,BCR,T CELL,B CELL,NKC,CD4,CD8,DEEP LEARNING,MACHINE LEARNING,HLA
Mitochondrial stress induced by continuous stimulation under hypoxia rapidly drives T cell exhaustion,"Delgoffe and colleagues show that continuous TCR signaling and hypoxia increase Blimp-1, which suppresses PGC-1α-dependent mitochondrial reprogramming and increases reactive oxygen species generation. Such conditions promote T cell exhaustion.",Nicole E. ScharpingDayana B. RivadeneiraGreg M. Delgoffe,04 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00834-9/MediaObjects/41590_2020_834_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00834-9,0,0,1,0,0,0,1,0,0,0
Intracellular immune sensing promotes inflammation via gasdermin D–driven release of a lectin alarmin,Damage-associated molecular patterns (DAMPs) are released during necrotic cell death and contribute to driving inflammation. Rathinam and colleagues show that galectin-1 is a new DAMP that functions by inhibiting the receptor phosphatase CD45.,Ashley J. RussoSwathy O. VasudevanVijay A. Rathinam,04 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00844-7/MediaObjects/41590_2020_844_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00844-7,0,0,0,0,0,1,0,0,0,0
Deletion of PD-1 destabilizes the lineage identity and metabolic fitness of tumor-infiltrating regulatory T cells,Ha and colleagues show that loss of PD-1 expression on regulatory T cells in the tumor environment reduces their metabolic fitness and proliferative capacity.,Myeong Joon KimKyungsoo KimSang-Jun Ha,28 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01373-1/MediaObjects/41590_2022_1373_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01373-1,0,0,1,0,0,0,1,0,0,0
SREBP signaling is essential for effective B cell responses,"The regulatory protein SREBP is required for CD8+ T cell metabolic reprogramming after activation. Luo et al. demonstrate that stimulated B cells require SCAP, a regulator of SREBP, for metabolic reprogramming and the formation and maintenance of germinal center B cells.",Wei LuoJulia Z. AdamskaBali Pulendran,28 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01376-y/MediaObjects/41590_2022_1376_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01376-y,0,0,0,1,0,0,0,0,0,0
Unique roles of co-receptor-bound LCK in helper and cytotoxic T cells,Stepanek and colleagues demonstrate that the LCK kinase associated with CD4 or CD8 co-receptors has kinase-dependent and kinase-independent roles in T cell activation.,Veronika HorkovaAles DrobekOndrej Stepanek,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01366-0/MediaObjects/41590_2022_1366_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01366-0,1,0,1,0,0,1,1,0,0,0
Staphylococcal phosphatidylglycerol antigens activate human T cells via CD1a,"De Jong and colleagues identify staphylococcal phosphatidylglycerol lipids as antigens for human CD1a-restricted T cells, which promote type 2 immune responses and may contribute to atopic dermatitis.",Gwennaëlle C. MonnotMarcin WegreckiAnnemieke de Jong,22 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01375-z/MediaObjects/41590_2022_1375_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01375-z,0,0,1,0,0,1,0,0,0,0
An αvβ3 integrin checkpoint is critical for efficient TH2 cell cytokine polarization and potentiation of antigen-specific immunity,Gata3 upregulation is required for TH2 cell polarization. McKenzie and colleagues find that integrin αvβ3 is upregulated by Gata3 and that this is crucial in inducing FAK–mTOR signaling required for TH2 cell differentiation.,Aydan C. H. SzetoAna C. F. FerreiraAndrew N. J. McKenzie,22 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01378-w/MediaObjects/41590_2022_1378_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01378-w,0,0,1,0,0,1,0,0,0,0
Hypoxia drives CD39-dependent suppressor function in exhausted T cells to limit antitumor immunity,"Exhausted CD8+ T cells with diminished effector functions accumulate in tumors. Here, the authors show that hypoxia induces a suppressive phenotype in exhausted T cells and that interfering with hypoxia-mediated CD39 expression limits immunosuppression in the tumor and augments immunotherapy, resulting in arrest of tumor growth.",Paolo D. A. VignaliKristin DePeauxGreg M. Delgoffe,21 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01379-9/MediaObjects/41590_2022_1379_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01379-9,0,0,1,0,0,1,1,0,0,0
Rebalancing TGFβ1/BMP signals in exhausted T cells unlocks responsiveness to immune checkpoint blockade therapy,Cancer immunotherapies can be limited by terminally dysfunctional T cells in the tumor microenvironment. Here the authors present a model of stable human T cell dysfunction to show that TGFβ contributes to this terminal dysfunction which can be therapeutically inhibited by simultaneously blocking TGFβ1 and boosting bone morphogenetic protein (BMP) signaling.,Abbey A. SaadeyAmir YousifHazem E. Ghoneim,21 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01384-y/MediaObjects/41590_2022_1384_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01384-y,0,0,1,0,0,0,1,0,0,0
ETV3 and ETV6 enable monocyte differentiation into dendritic cells by repressing macrophage fate commitment,The factors controlling monocyte fate commitment toward macrophages versus dendritic cells are unclear. Here the authors show that ETV3 and ETV6 enable dendritic cell differentiation by repressing the macrophage transcriptional program.,Javiera VillarAdeline CrosElodie Segura,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01374-0/MediaObjects/41590_2022_1374_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01374-0,0,0,0,0,0,0,0,0,0,0
Adaptive immune responses to SARS-CoV-2 persist in the pharyngeal lymphoid tissue of children,"Manthiram and colleagues analyze the peripheral blood, tonsils and adenoids in children undergoing tonsillectomy or adenoidectomy and find evidence of continued tissue-specific immunity to SARS-CoV-2 and viral RNA persistence weeks to months after acute infection.",Qin XuPedro Milanez-AlmeidaKalpana Manthiram,19 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01367-z/MediaObjects/41590_2022_1367_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01367-z,1,1,1,1,0,0,0,0,0,0
A genetic disorder reveals a hematopoietic stem cell regulatory network co-opted in leukemia,"Modeling a rare bone marrow failure disorder due to haploinsufficiency for the MECOM transcription factor identifies a human hematopoietic stem cell regulatory network, which is co-opted by high-risk leukemias.",Richard A. VoitLiming TaoVijay G. Sankaran,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01370-4/MediaObjects/41590_2022_1370_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01370-4,0,0,0,0,0,0,0,0,0,0
Aging-associated HELIOS deficiency in naive CD4+ T cells alters chromatin remodeling and promotes effector cell responses,"Goronzy and colleagues examine differences in naive CD4+ T cells from young and older adults to TCR stimulation. They find reduced HELIOS expression in the elderly, resulting in increased CD25 expression and activation of pSTAT5 in FOXP3− T cells. This scenario favors generation of short-lived effector T cells over memory cell populations.",Huimin ZhangRohit R. JadhavJörg J. Goronzy,12 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01369-x/MediaObjects/41590_2022_1369_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01369-x,1,0,1,0,0,1,0,0,0,0
Ammonia detoxification promotes CD8+ T cell memory development by urea and citrulline cycles,Ammonia detoxification is generally thought to occur exclusively in the liver. Here the authors show that ammonia detoxification via the urea and citrulline cycles is utilized by memory CD8+ T cells to maintain the longevity.,Ke TangHuafeng ZhangBo Huang,05 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01365-1/MediaObjects/41590_2022_1365_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01365-1,0,0,1,0,0,0,1,0,0,0
Cognate microglia–T cell interactions shape the functional regulatory T cell pool in experimental autoimmune encephalomyelitis pathology,"Haimon et al. examine the function of microglia in a relapsing–remitting mouse model of multiple sclerosis, finding that these cells preferentially interact with regulatory T cells compared with effector T cells, and that these cognate interactions require interferon-γ signaling and are critical to maintain regulatory T cell activity.",Zhana HaimonGal Ronit FrumerSteffen Jung,01 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01360-6/MediaObjects/41590_2022_1360_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01360-6,0,0,1,0,0,1,0,0,0,0
Mutations in SARS-CoV-2 spike protein impair epitope-specific CD4+ T cell recognition,"Based on the identification of CD4+ T cell clones specific for distinct epitopes in the SARS-CoV-2 proteins, Long and colleagues characterize how mutations in these epitopes lead to loss of recognition by the CD4+ T cells elicited by natural infection or vaccination.",Emily X. C. TyeElizabeth JinksHeather M. Long,01 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01351-7/MediaObjects/41590_2022_1351_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01351-7,0,0,1,0,0,1,0,0,0,0
Parenteral BCG vaccine induces lung-resident memory macrophages and trained immunity via the gut–lung axis,Parenteral BCG vaccination has been shown to drive innate immune memory responses that can affect the response to pathogens other than mycobacteria. Here the authors show an innate immune memory mechanism whereby subcutaneous BCG vaccination alters the intestinal microbiome and in turn can train alveolar macrophages in the lungs.,Mangalakumari JeyanathanMaryam Vaseghi-ShanjaniZhou Xing,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01354-4/MediaObjects/41590_2022_1354_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01354-4,0,0,0,0,0,0,0,0,0,0
Fungal sensing by dectin-1 directs the non-pathogenic polarization of TH17 cells through balanced type I IFN responses in human DCs,Gringhuis and colleagues show that the extent of type I IFN responses induced by fungal stimulation in human DCs modulate the activation of TGF-β and the production of pathogenic or non-pathogenic TH17 cells.,Sonja I. GringhuisTanja M. KapteinTeunis B. H. Geijtenbeek,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01348-2/MediaObjects/41590_2022_1348_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01348-2,0,0,1,0,0,0,0,0,0,0
Distinct changes in endosomal composition promote NLRP3 inflammasome activation,"A dogma in the inflammasome field is that NLRP3 activation occurs at dispersed vesicles of the trans-Golgi network. Here, Ricci and colleagues find that these vesicles are of endosomal origin and that endosomes comprise the compartment where NLRP3 is activated.",Zhirong ZhangRossella VendittiRomeo Ricci,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01355-3/MediaObjects/41590_2022_1355_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01355-3,0,0,1,0,0,0,0,0,0,0
Mucosal-associated invariant T cells restrict reactive oxidative damage and preserve meningeal barrier integrity and cognitive function,Yang and colleagues report that MAIT cells are present in the meninges where they play an essential role in repressing tissue ROS accumulation and preserving meningeal barrier integrity.,Yuanyue ZhangJacob T. BaileyQi Yang,21 Nov 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01349-1/MediaObjects/41590_2022_1349_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01349-1,0,0,1,0,0,0,0,0,0,0
Physiological microbial exposure transiently inhibits mouse lung ILC2 responses to allergens,"Here the authors show that mice exposed to a variety of pathogens initially have impaired innate type 2 responses to lung allergens, but reactivity resets over time, indicating that microbial experience does not stably inhibit innate immunity to allergens.",Katharine E. BlockKoji IijimaStephen C. Jameson,21 Nov 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01350-8/MediaObjects/41590_2022_1350_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01350-8,0,0,0,0,0,0,0,0,0,0
"A double-negative thymocyte-specific enhancer augments Notch1 signaling to direct early T cell progenitor expansion, lineage restriction and β-selection","Notch signaling is required for T cell development. Georgopoulos and colleagues identify an enhancer that specifically boosts Notch1 expression in early thymic progenitors through the DN3 stage, expanding the less committed multipotent progenitors and preparing these cells for faithful lineage commitment.",Mariko KashiwagiDaniela Salgado FigueroaKatia Georgopoulos,31 Oct 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01322-y/MediaObjects/41590_2022_1322_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01322-y,0,0,1,0,0,0,0,0,0,0
